State Name,Year,Dist Code,State Code,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),subdivision,YEAR,JUN,JUL,AUG,SEP
andhra pradesh,1966,49,1,218.2727273,292.1818182,1345.728182,0.227272727,0.054545455,128.4172727,48.35454545,25.46363636,550.5881818,43.93636364,20.66363636,457.0881818,92.29090909,46.12727273,525.9054545,40.90909091,23.25454545,614.15,0.818181818,0.645454545,822.7272727,24.36363636,21.27272727,915.9290909,0,0,0,1.463636364,0.463636364,265.1509091,7.909090909,3.545454545,493.7036364,44.46272727,6.967272727,149.9445455,78.72727273,63,847.5654545,11.38181818,3.872727273,328.9309091,0.027272727,0,0,0.568181818,0.074545455,38.34272727,4.2,0.5,104.3436364,0,0,0,0,0,0,0,0,0,98.97090909,67.44727273,648.2381818,7.372727273,60.70909091,7930.327273,20,1.336363636,37.57272727,16.08727273,4.612727273,20.69909091,0.017272727,0.892727273,11.68818182,andhra pradesh,1966,72.33333333,197.5666667,145.9666667,162.2666667
andhra pradesh,1967,49,1,220.1818182,302.0909091,1337.355455,0.236363636,0.045454545,34.63272727,42.26363636,20.74545455,508.8027273,46.13636364,24.88181818,550.8645455,88.4,45.62727273,540.7018182,34.27272727,21.72727273,649.2409091,0.9,1.027272727,1193.181818,22.18181818,21.90909091,933.4936364,0,0,0,1.963636364,0.563636364,286.8672727,7.545454545,4.272727273,587.3436364,44.58272727,6.663636364,141.9763636,95.36363636,75.90909091,805.2645455,9.509090909,2.454545455,262.4263636,0.027272727,0,0,0.664545455,0.075454545,37.56727273,3.863636364,0.536363636,95.85909091,0,0,0,0,0,0,0,0,0,113.2009091,78.80363636,629.0809091,8.254545455,70.05454545,8201.141818,20.25454545,1.372727273,71.58090909,16.04272727,3.754545455,19.79727273,0.022727273,0.96,10.83818182,andhra pradesh,1967,99.4,205.1,104.9333333,134.9
andhra pradesh,1968,49,1,203.5272727,250.3636364,1212.896364,0.327272727,0.090909091,146.8318182,50.98181818,21.53636364,448.6554545,55.04545455,27.73636364,513.6054545,106.0272727,49.27272727,493.3836364,33.93636364,17.81818182,540.1309091,0.881818182,0.836363636,737.7345455,22.04545455,16.18181818,638.1727273,0,0,0,2.136363636,0.627272727,311.4563636,6.827272727,3.636363636,544.4581818,54.88545455,7.715454545,132.1718182,82.98181818,65.56363636,858.2063636,7.236363636,1.609090909,228.6527273,0.009090909,0,0,0.59,0.080909091,49.84818182,3.063636364,0.363636364,89.57272727,0,0,0,0,0,0,0,0,0,97.76909091,67.26363636,631.7272727,11.03636364,88.44545455,7784.411818,18.23636364,1.027272727,38.09272727,16.74181818,3.760909091,20.50272727,0.012727273,0.899090909,9.487272727,andhra pradesh,1968,61.36666667,129.6666667,28.9,177.4666667
andhra pradesh,1969,49,1,227.1181818,280.5090909,1268.754545,0.318181818,0.081818182,174.2827273,45.80909091,20.99090909,530.9272727,44.36363636,18.08181818,400.9172727,90.17272727,39.07272727,461.6845455,33.31818182,19.01818182,628.65,0.9,1.109090909,1024.040909,21.73636364,19.29090909,941.9863636,0,0,0,1.972727273,0.563636364,239.9872727,6.763636364,1.927272727,282.4227273,51.01727273,6.641818182,126.3072727,94.34545455,74.08181818,817.32,10.05454545,2.972727273,277.3127273,0.009090909,0,0,0.610909091,0.086363636,43.48545455,3.572727273,0.618181818,114.0336364,0,0,0,0,0,0,0,0,0,110.8781818,77.75909091,649.6918182,11.69090909,83.41818182,7049.737273,20.33636364,0.954545455,47.64909091,17.04363636,3.933636364,20.97454545,0.013636364,1.02,11.61636364,andhra pradesh,1969,78.23333333,168.8,137.0333333,122.5666667
andhra pradesh,1970,49,1,225.7454545,312.2454545,1361.693636,0.245454545,0.209090909,549.5863636,41.96363636,15.06363636,367.0736364,42.29090909,14.78181818,360.4263636,84.25454545,29.84545455,375.42,31.54545455,19.99090909,656.5090909,0.8,1.027272727,1242.105455,19.11818182,17.43636364,928.7627273,0,0,0,1.454545455,0.645454545,408.2281818,7.263636364,2.4,346.9072727,48.31363636,18.61636364,344.7890909,108.4363636,82.6,844.6018182,11.10909091,3.272727273,285.2645455,0.018181818,0,0,0.771818182,0.37,131.5454545,3.790909091,0.454545455,90.11,0,0,0,0,0,0,0,0,0,125.6790909,86.69727273,660.3936364,8.645454545,68.80909091,7612.960909,19.47272727,1.109090909,46.82909091,17.12545455,3.626363636,20.75272727,0.011818182,1.006363636,10.20727273,andhra pradesh,1970,125.8333333,121.4333333,242.3,140.2
andhra pradesh,1971,49,1,215.2727273,350.3363636,1637.841818,0.236363636,0.145454545,258.9527273,38.62727273,18.16363636,447.4372727,44.27272727,20.52727273,458.3627273,82.9,38.69090909,505.1281818,27.06363636,17.28181818,643.78,0.8,0.872727273,1020.463636,21.15454545,22.59090909,1070.109091,0,0,0,1.190909091,0.509090909,327.8236364,6.118181818,1.263636364,207.1772727,45.36636364,15.96,324.3309091,108.1545455,88.98181818,909.8327273,13.80909091,2.263636364,153.7563636,0.036363636,0.009090909,30.30272727,0.997272727,0.25,74.49636364,2.927272727,0.336363636,89.03545455,0,0,0,0,0,0,0,0,0,128.4618182,91.84090909,647.9981818,8.518181818,84.94545455,9655.886364,21.17272727,1.736363636,98.47545455,16.84818182,3.193636364,20.04090909,0.024545455,0.867272727,8.32,andhra pradesh,1971,77.3,70.63333333,131.1333333,122.6333333
andhra pradesh,1972,49,1,206.1818182,320.3181818,1523.512727,0.336363636,0.2,341.9918182,41.39090909,15.38181818,389.9609091,37.39090909,17.47272727,419.6145455,78.78181818,32.85454545,432.4372727,24.83636364,13.83636364,580.4863636,0.972727273,1.081818182,1031.872727,18.53636364,20.27272727,1063.595455,0,0,0,1.272727273,0.318181818,120.0036364,5.836363636,1.381818182,231.8618182,48.22545455,16.66363636,324.13,90.1,75.09090909,871.2427273,9.209090909,1.318181818,143.3636364,0.009090909,0,0,0.9,0.263636364,92.59454545,2.6,0.354545455,109.6736364,0,0,0,0,0,0,0,0,0,107.1227273,77.02727273,611.9518182,9.727272727,84.53636364,8548.142727,18.01818182,1.263636364,74.29363636,17.49090909,3.502727273,20.99090909,0.013636364,0.992727273,8.030909091,andhra pradesh,1972,115.9,89.8,52,117.9666667
andhra pradesh,1973,49,1,212.1181818,351.1636364,1611.992727,0.318181818,0.190909091,199.8563636,37.11818182,13.98181818,398.2981818,51.38181818,27.81818182,543.1118182,88.5,41.8,500.5181818,30.66363636,24.5,867.3581818,0.9,1.345454545,1459.729091,18.39090909,21.84545455,1177.677273,0,0,0,1.036363636,0.418181818,243.3972727,6.945454545,1.163636364,209.0936364,50.61545455,18.34909091,347.9936364,99.84545455,100.7181818,1069.53,10.92727273,2.527272727,220.4790909,0.027272727,0.009090909,90.90909091,0.772727273,0.209090909,92.73,4.245454545,0.7,172.1118182,0,0,0,0,0,0,0,0,0,118.7409091,104.1636364,784.2554545,11.59090909,97.54545455,8076.100909,32.38181818,4.581818182,145.4936364,17.72454545,4.183636364,21.90909091,0.007272727,0.980909091,9.618181818,andhra pradesh,1973,80.26666667,125.8333333,206,117.1666667
andhra pradesh,1974,49,1,227.1545455,375.8,1579.006364,0.563636364,0.327272727,287.4454545,37.20909091,16.68181818,479.4863636,49.37272727,35.85454545,767.2036364,86.58181818,52.53636364,643.8018182,29.81818182,19.64545455,698.8681818,1.209090909,1.945454545,1451.901818,20.94545455,24.76363636,1173.155455,0,0,0,1.545454545,0.645454545,323.2454545,6.609090909,1.245454545,183.3927273,48.78272727,18.93454545,357.9409091,107.8363636,104.7545455,1014.465455,10.89090909,2.872727273,242.8245455,0.027272727,0,0,0.863636364,0.218181818,79.93,5.3,0.954545455,135.1063636,0,0,0,0,0,0,0,0,0,127.2736364,108.8,786.9590909,12.31818182,90.76363636,6333.703636,27.39090909,6.927272727,205.3781818,16.55636364,4.944545455,21.50272727,0.011818182,1.007272727,8.97,andhra pradesh,1974,85.5,98.06666667,113.8333333,183.8666667
andhra pradesh,1975,49,1,240.9,396.6818182,1614.084545,0.436363636,0.309090909,554.4754545,37.66363636,11.99090909,326.6172727,41.33636364,22.42727273,619.1636364,79,34.41818182,478.4963636,32.86363636,24.00909091,759.9690909,1.1,1.781818182,1641.445455,22.20909091,28.50909091,1299.288182,0,0,0,2.254545455,1,441.9454545,7.327272727,1.445454545,221.1563636,48.71363636,18.63272727,347.9863636,100.3454545,84.41818182,866.9290909,8.218181818,1.963636364,219.9736364,0.027272727,0.009090909,45.45454545,0.790909091,0.327272727,115.6281818,2.618181818,0.327272727,63.46090909,0,0,0,0,0,0,0,0,0,116.5354545,87.04545455,651.2872727,10.77272727,77.9,7405.45,15.19090909,3.3,133.6763636,16.90181818,4.593636364,21.49363636,0.007272727,0.848181818,11.30636364,andhra pradesh,1975,103.6333333,185.6,154.3333333,219.4333333
andhra pradesh,1976,49,1,217.4,281.1272727,1246.436364,0.354545455,0.345454545,620.3209091,35.11818182,16.04545455,461.13,31.53636364,20.05454545,623.4690909,66.65454545,36.1,562.8881818,30.75454545,18.39090909,605.4509091,1.072727273,1.072727273,1310.227273,21.03636364,23.9,1204.360909,0,0,0,2.1,0.818181818,335.4127273,6.318181818,1.045454545,186.0490909,41.57818182,14.05727273,292.2145455,83.37272727,41.2,732.8418182,7.636363636,2.009090909,225.94,0.036363636,0.018181818,45.45454545,0.327272727,0.127272727,101.6318182,3.954545455,1.009090909,180.41,0,0,0,0,0,0,0,0,0,95.38,44.36363636,487.9854545,11.11818182,79.25454545,6968.2,18.90909091,3.581818182,100.5954545,29.91545455,4.172727273,34.09090909,0.001818182,0.644545455,11.78818182,andhra pradesh,1976,67.7,229.1,216.1666667,76.76666667
andhra pradesh,1977,49,1,240.6727273,362.2272727,1514.033636,0.390909091,0.272727273,272.78,35.11818182,22.92727273,660.6454545,42.45454545,27.48181818,694.7990909,77.57272727,50.40909091,661.3390909,30.93636364,26.2,886.8845455,1.190909091,1.836363636,1490.543636,21.77272727,26.7,1286.201818,0,0,0,1.354545455,0.563636364,319.8881818,6.963636364,1.063636364,157.0109091,40.56545455,12.69636364,305.5736364,79.91818182,75.7,959.0536364,9.809090909,2.063636364,199.2827273,0.027272727,0,0,0.754545455,0.245454545,95.11909091,2.281818182,0.736363636,245.5654545,0,0,0,0,0,0,0,0,0,98.07909091,78.74545455,680.9663636,12.38181818,88.17272727,7285.702727,30.16363636,2.572727273,66.31909091,17.00727273,4.600909091,21.60636364,0.004545455,0.750909091,9.057272727,andhra pradesh,1977,92.46666667,140.6,160.8333333,70.93333333
andhra pradesh,1978,49,1,239.6818182,426.9,1726.374545,0.409090909,0.209090909,226.7672727,32.58181818,21.00909091,633.7218182,41.97272727,28.58181818,691.4681818,74.55454545,49.59090909,661.33,31.80909091,26.9,879.2145455,1.418181818,1.654545455,1328.841818,20.65454545,26.31818182,1300.028182,0,0,0,1.4,0.590909091,349.1090909,7.036363636,1.836363636,277.6918182,49.40090909,19.53727273,343.5118182,90.63636364,83.22727273,935.7772727,10.27272727,1.772727273,174.8109091,0.081818182,0.018181818,25.97363636,0.863636364,0.254545455,84.62909091,2.690909091,0.536363636,142.0227273,0,0,0,0,0,0,0,0,0,109.7736364,85.80909091,659.1727273,10.33636364,69.41818182,6801.910909,23.34545455,4.290909091,136.7981818,17.80545455,5.965454545,23.77090909,0.010909091,0.94,11.00272727,andhra pradesh,1978,138.9,206.7333333,218.0333333,168.9666667
andhra pradesh,1979,49,1,225.7272727,407.2727273,1720.994545,0.418181818,0.245454545,196.97,33.01818182,24.93636364,759.2163636,46.71818182,31.39090909,636.9845455,79.73636364,56.32727273,710.94,26.01818182,22.56363636,919.9972727,1.336363636,1.790909091,1257.575455,18.75454545,20.91818182,1257.329091,0,0,0,1.545454545,0.709090909,331.7918182,6.445454545,1.772727273,285.3045455,48.31363636,14.44090909,273.9081818,94.55454545,80.89090909,967.9218182,8.809090909,1.463636364,169.4290909,0.072727273,0.018181818,22.72727273,1.063636364,0.363636364,90.78727273,1.990909091,0.318181818,74.97545455,0,0,0,0,0,0,0,0,0,111.7927273,83.05454545,668.2690909,7.990909091,63.66363636,8443.500909,24.78181818,5.554545455,155.2872727,18.25181818,5.529090909,23.78,0.008181818,0.984545455,10.85727273,andhra pradesh,1979,79.76666667,92.1,86.5,200.0333333
andhra pradesh,1980,49,1,234.4090909,469.6818182,1895.601818,0.218181818,0.109090909,136.3636364,29.44545455,9.136363636,273.8809091,31.39090909,17.19090909,558.3409091,60.83636364,26.32727273,432.25,28.54545455,22.63636364,858.9918182,1.563636364,2.272727273,1733.333636,16.6,19.25454545,1220.502727,0,0,0,1.109090909,0.509090909,413.0863636,7.554545455,1.527272727,211.58,49.36363636,20.23818182,345.3881818,89.43636364,55.98181818,765.7409091,10.37272727,2.427272727,215.6445455,0.081818182,0.009090909,11.36363636,0.954545455,0.336363636,95.97909091,2.627272727,0.472727273,80.54181818,0,0,0,0.054545455,0.027272727,45.45454545,0,0,0,113.1045455,59.25454545,528.5045455,9.118181818,78.49090909,8631.494545,23.04545455,7.827272727,208.3618182,19.52,6.029090909,25.55090909,0.007272727,0.932727273,10.02636364,andhra pradesh,1980,146.8333333,132.4333333,168.8,104.6666667
andhra pradesh,1981,49,1,236.9090909,491.6363636,1984.978182,0.309090909,0.209090909,204.5454545,32.44545455,24.87272727,593.4118182,33.55454545,21.89090909,652.5645455,66,46.76363636,645.76,31.12727273,30.76363636,1023.438182,1.5,4.663636364,2818.181818,18.2,21.95454545,1242.399091,0,0,0,1.118181818,0.518181818,434.6054545,8.381818182,2.609090909,334.5581818,47.57636364,17.69909091,336.2263636,100.7727273,102.7181818,1039.124545,8.590909091,1.836363636,210.9809091,0.072727273,0.018181818,60.60636364,1.436363636,0.318181818,60.90909091,2.654545455,0.463636364,117.1881818,0,0,0,0.163636364,0.090909091,96.59090909,0,0,0,120.4481818,105.4454545,774.4945455,12.41818182,100.1,8139.165455,25.57272727,8.427272727,198.0127273,20.41636364,5.89,26.30545455,0.010909091,0.812727273,10.90727273,andhra pradesh,1981,95.8,160.8666667,168.2,245.2
andhra pradesh,1982,49,1,226.9363636,491.8363636,2006.881818,0.390909091,0.254545455,270.5627273,26.56363636,19.04545455,517.9,36.44545455,32.02727273,844.1509091,63.00909091,51.07272727,717.5045455,26.75454545,16.18181818,686.7672727,1.081818182,3.372727273,3262.337273,15.1,17.41818182,1091.315455,0,0,0,1.445454545,0.972727273,620.3336364,7.909090909,1.672727273,220.1581818,49.23636364,22.45727273,382.6490909,110.8636364,87.40909091,917.5736364,8.2,1.445454545,171.0609091,0.063636364,0.018181818,63.63636364,1.390909091,0.590909091,112.6172727,2.472727273,0.618181818,103.8454545,0,0,0,0.409090909,0.2,44.44454545,0,0,0,121.5409091,90.28181818,722.2063636,11.5,82.87272727,7206.341818,22.79090909,7.381818182,182.6281818,21.28909091,5.773636364,27.06272727,0.01,0.944545455,11.48727273,andhra pradesh,1982,95.2,142.9333333,108.0333333,136.7
andhra pradesh,1983,49,1,253.2272727,553.0363636,2091.579091,0.218181818,0.109090909,146.5563636,25.31818182,18.10909091,552.1663636,33.60909091,26.02727273,743.6590909,58.92727273,44.13636364,672.2645455,27.66363636,24.88181818,900.3536364,1.054545455,4.290909091,4045.632727,15.96363636,19.52727273,1311.516364,0,0,0,1.290909091,0.863636364,505.0145455,9.709090909,4,437.6036364,50.43636364,30.74454545,572.9063636,121.5,124.9545455,1110.544545,8.109090909,1.336363636,163.8227273,0.1,0.027272727,65.65636364,1.872727273,0.845454545,118.9045455,2.927272727,0.581818182,89.62818182,0,0,0,1.527272727,0.681818182,40.58454545,0,0,0,137.4236364,128.4272727,829.62,9.681818182,67.21818182,7268.453636,23.41818182,11.48181818,287,22.58,6.441818182,29.02090909,0.010909091,1.030909091,12.04818182,andhra pradesh,1983,102.1,182.2666667,272.7666667,270.4666667
andhra pradesh,1984,49,1,227.3909091,465.9272727,1907.770909,0.272727273,0.109090909,131.3854545,20.04545455,15.39090909,523.0972727,31.89090909,28.11818182,821.2854545,51.93636364,43.50909091,692.0990909,22.36363636,16.61818182,797.0881818,1.136363636,1.727272727,1553.717273,14.30909091,15.4,1187.858182,0,0,0,1.763636364,0.645454545,359.7463636,9.054545455,2.445454545,283.8563636,42.54454545,25.7,418.3727273,118.2181818,96.39090909,982.5590909,6.8,1.363636364,190.5272727,0.1,0.018181818,18.18181818,1.818181818,0.509090909,79.51545455,2.854545455,0.618181818,90.62454545,0,0,0,1.9,0.990909091,47.41181818,0,0,0,136.7190909,99.89090909,758.0509091,9.6,64.14545455,6842.224545,32.9,13.10909091,238.8409091,22.72909091,6.229090909,28.96,0.015454545,0.938181818,12.10818182,andhra pradesh,1984,61.96666667,195.1666667,69.33333333,119.8
andhra pradesh,1985,49,1,227.0545455,536.0636364,2210.610909,0.172727273,0.109090909,164.9354545,23.3,17.91818182,581.0390909,26.87272727,24.63636364,804.2627273,50.17272727,42.55454545,720.3327273,19.43636364,14.47272727,746.5890909,1.163636364,1.7,1352.584545,14.89090909,17.2,1148.760909,0,0,0,1.745454545,0.718181818,363.16,10.15454545,2.654545455,300.4018182,44.42909091,26.57181818,472.5109091,122.7545455,99.2,941.1818182,6.772727273,1.672727273,253.5309091,0.1,0.018181818,18.18181818,1.127272727,0.254545455,135.1081818,2.8,0.518181818,63.93181818,0,0,0,1.4,0.681818182,44.27363636,0,0,0,140.9863636,102.3454545,732.5381818,9.254545455,67.14545455,8129.562727,35.90909091,8.290909091,166.7145455,22.95818182,6.213636364,29.16818182,0.017272727,0.907272727,14.73545455,andhra pradesh,1985,99.23333333,159,114.9,71.43333333
andhra pradesh,1986,49,1,232.1818182,472.5454545,2005.212727,0.209090909,0.2,227.2727273,25.52727273,15.82727273,615.6463636,27.67272727,12.57272727,662.4072727,53.2,28.4,707.0854545,20.10909091,14.38181818,728.92,1.536363636,2.154545455,1435.063636,12.64545455,14.73636364,1160.583636,0,0,0,2.363636364,1.090909091,246.5036364,11.27272727,3.127272727,334.0990909,51.87545455,33.63363636,436.29,115.9636364,104.4,1018.444545,8.281818182,1.845454545,227.0936364,0.1,0.018181818,20.20181818,1.345454545,0.336363636,64.52727273,2.845454545,0.5,84.67636364,0,0,0,4.781818182,1.936363636,196.9990909,0,0,0,141.6963636,109.0363636,733.2972727,10.02727273,65.11818182,6473.432727,19.74545455,7.6,196.2145455,23.30909091,6.724545455,30.03636364,0.027272727,0.98,13.08,andhra pradesh,1986,82.76666667,110.7333333,209.5,91.23333333
andhra pradesh,1987,49,1,198.1818182,465.5454545,2142.156364,0.172727273,0.063636364,111.6881818,23.44545455,16.35454545,455.8272727,25.82727273,18.91818182,676.5836364,49.27272727,35.27272727,598.8127273,17.2,12.1,691.8736364,1.236363636,1.809090909,1372.294545,11.49090909,11.38181818,926.9609091,0,0,0,2.363636364,1.090909091,184.4154545,13.70909091,1.909090909,165.8309091,51.55454545,31.63727273,470.3945455,132,132.6363636,1024.115455,6.509090909,1.2,227.1936364,0.163636364,0.045454545,30.30272727,1.381818182,0.318181818,67.94272727,3.245454545,0.409090909,83.36818182,0.018181818,0,0,10.36363636,4.436363636,117.8309091,0,0,0,168.7972727,139.0454545,718.8045455,11.18181818,75.9,7139.668182,30.27272727,4.918181818,107.7227273,24.73090909,7.862727273,32.59545455,0.042727273,1.06,10.54090909,andhra pradesh,1987,76.5,108.3,167.5666667,77.13333333
andhra pradesh,1988,49,1,253.7636364,677.7090909,2539.502727,0.1,0.109090909,250,16.81818182,10.76363636,490.4818182,19.63636364,17,757.29,36.45454545,27.76363636,624.3754545,16.58181818,15.28181818,863.8927273,1.609090909,2.918181818,1925.659091,11.47272727,13.77272727,1203.276364,0,0,0,2.727272727,1.645454545,339.3081818,13.4,3.4,281.9445455,53.68636364,41.92363636,539.4509091,167.9818182,167.0818182,1142.451818,7.418181818,1.181818182,167.1163636,0.409090909,0.063636364,15.52090909,0.981818182,0.345454545,96.25545455,3.472727273,1.018181818,155.4127273,0,0,0,7.190909091,1.981818182,270.1081818,0,0,0,195.7327273,171.6727273,845.1318182,11.59090909,82.55454545,7545.377273,29.44545455,6.254545455,140.8363636,27.43090909,9.143636364,36.57545455,0.041818182,1.217272727,11.09181818,andhra pradesh,1988,63.9,323.1,247.9666667,239.0666667
andhra pradesh,1989,49,1,254.2,618.9909091,2402.792727,0.136363636,0.081818182,193.1818182,16.00909091,12.12272727,591.7754545,16.91818182,17.99909091,693.4954545,32.92727273,30.12181818,698.3463636,14.9,13.7,894.3518182,2.581818182,6.431818182,2471.179091,11.78181818,14.48181818,1132.088182,0,0,0,3.045454545,1.972727273,378.1227273,12.87272727,3.054545455,268.3190909,61.74909091,39.10181818,666.55,168.2909091,154.1363636,1151.233636,6.827272727,0.981818182,148.6963636,0.283636364,0.032727273,12.07636364,0.890909091,0.309090909,103.3545455,4.190909091,1.536363636,193.7781818,0,0,0,6.463636364,4,496.9927273,0,0,0,193.3254545,160.9963636,854.9036364,11.39090909,82.25545455,6865.962727,28.06363636,9.827272727,329.8881818,29.00909091,9.473636364,38.48,0.037272727,1.195454545,11.63909091,andhra pradesh,1989,121.3333333,328.6,156.8333333,169.8333333
andhra pradesh,1990,49,1,238.4636364,569.0445455,2394.454545,0.085454545,0.058181818,275.8545455,12.88454545,11.09181818,738.0118182,15.69818182,14.31454545,803.0118182,28.58090909,25.40636364,809.9745455,13.32181818,12.18909091,938.0536364,2.712727273,5.608181818,1911.107273,11.38,14.30090909,1141.164545,0,0,0,3.231818182,4.414545455,850.8327273,12.74,2.838181818,254.5309091,69.34818182,39.13909091,410.0481818,173.0972727,160.4709091,1092.909091,9.058181818,2.391818182,269.5536364,0.33,0.107272727,147.8554545,0.869090909,0.301818182,142.5609091,4.602727273,0.532727273,72.04818182,0.026363636,0.005454545,63.76545455,12.00545455,11.03,791.71,0,0,0,207.2609091,175.4781818,830.51,12.09818182,86.79909091,7622.75,28.93363636,11.50909091,324.2236364,29.48272727,9.38,38.86272727,0.045454545,1.198181818,12.82818182,andhra pradesh,1990,115.1333333,101.1,224.1666667,134.6666667
andhra pradesh,1991,49,1,236.9781818,565.7818182,2381.006364,0.089090909,0.062727273,195.4545455,7.811818182,6.525454545,619.1372727,15.85818182,16.15545455,790.02,23.66909091,22.68181818,726.0981818,11.61454545,10.54545455,812.0163636,2.825454545,5.693636364,2074.871818,10.08,12.22363636,1101.424545,0,0,0,3.751818182,3.57,646.0990909,12.13818182,5.964545455,502.73,70.43,38.87090909,482.4445455,179.5190909,156.9318182,1114.238182,10.81545455,2.895454545,260.4945455,0.441818182,0.121818182,147.4845455,0.74,0.387272727,278.7145455,3.876363636,1.615454545,409.1554545,0.02,0.002727273,35.04545455,19.09909091,11.54454545,885.53,0,0,0,222.2481818,174.1818182,811.8081818,13.55545455,101.0772727,7774.559091,30.47545455,13.60454545,412.13,30.11727273,9.759090909,39.87636364,0.031818182,1.214545455,12.93545455,andhra pradesh,1991,198.5666667,146.2,113.4666667,152.9666667
andhra pradesh,1992,49,1,231.4490909,589.5763636,2398.030909,0.099090909,0.066363636,226.2627273,7.792727273,7.258181818,781.6627273,17.82545455,22.44909091,984.4109091,25.61727273,29.70545455,844.61,11.02545455,10.32090909,839.0227273,3.481818182,9.069090909,2622.873636,10.63818182,12.36818182,1203.816364,0,0,0,3.273636364,1.879090909,562.5954545,12.41636364,4.264545455,386.8136364,70.91727273,41.41,491.9654545,178.3145455,146.2518182,1108.427273,8.353636364,2.160909091,276.5654545,0.423636364,0.122727273,150.6618182,0.723636364,0.604545455,240.0345455,3.284545455,0.863636364,158.6281818,0.010909091,0.001818182,53.03,19.08545455,13.67545455,711.0681818,0,0,0,218.8327273,164.0909091,792.9372727,12.32545455,90.36909091,7569.316364,34.75090909,11.07818182,283.2254545,32.98636364,10.49454545,43.48181818,0.049090909,1.207272727,12.84181818,andhra pradesh,1992,83.06666667,136.5333333,171.1666667,101.8
andhra pradesh,1993,49,1,231.0909091,651.7272727,2649.496364,0.090909091,0.090909091,0,7.272727273,8.090909091,938.5618182,17.27272727,17,647.8,24.54545455,25.09090909,932.1527273,8.545454545,8.454545455,883.8836364,2.909090909,7.181818182,1874.063636,9.818181818,12.27272727,1158.317273,0,0,0,5.272727273,4.909090909,380.7427273,13,5.272727273,377.4909091,65.09090909,29.09090909,361.34,175.5454545,197.6363636,1206.030909,9.454545455,2.272727273,190.7790909,0.340909091,0.04,87.15,0.740909091,0.286363636,143.49,3.181818182,0.636363636,91.97818182,0.004545455,0.000909091,30.30272727,23,11.72727273,496.2136364,0,0,0,215.3636364,213.2727273,954.4736364,12.72727273,103.0909091,8301.172727,32.45454545,13.19818182,277.3136364,35.17636364,10.61454545,45.79181818,0.044545455,1.247272727,12.82545455,andhra pradesh,1993,59.83333333,163.7666667,114.9333333,137.7
